Power (bhp),Engine Displacement (cc),Year of Manufacture,Registration Year,Fuel Type,Mileage (kmpl),Area,Brand,price (Lakh)
67.0,998.0,2019,2019,3,23.1,177,18,449
88.0,2998.0,2021,2021,3,18.9,7,2,7975
71.0,999.0,2022,2022,3,19.17,151,24,560
103.0,1462.0,2022,2022,3,18.55,177,18,699
80.0,1373.0,2017,2017,0,17.5,128,18,725
82.0,1197.0,2017,2018,3,18.9,89,10,370
140.0,2179.0,2018,2018,0,16.36,151,17,1325
81.0,1197.0,2014,2014,3,18.6,32,10,425
80.0,1373.0,2018,2018,0,17.5,177,18,750
182.0,1995.0,2018,2018,0,16.38,151,10,1298
58.0,998.0,2016,2016,0,26.6,151,18,268
108.0,1197.0,2022,2022,3,16.5,7,17,1125
121.0,1591.0,2015,2015,3,17.01,177,10,459
138.0,1798.0,2016,2016,3,14.28,7,27,775
86.0,1199.0,2022,2022,3,20.09,151,26,5
88.0,1498.0,2015,2015,0,18.9,47,28,575
88.0,1199.0,2018,2018,3,18.9,32,9,675
126.0,1582.0,2018,2018,0,17.01,177,10,1080
86.0,1198.0,2013,2013,3,19.4,163,9,250
88.0,2987.0,2009,2009,0,13.0,7,19,1175
147.0,2393.0,2019,2019,0,18.9,151,27,1699
88.0,1248.0,2018,2019,0,28.09,151,18,825
98.0,1498.0,2020,2020,0,23.0,151,8,617
84.0,1199.0,2023,2023,3,19.6,151,26,625
113.0,1497.0,2020,2020,3,16.8,151,13,13
91.0,1462.0,2021,2021,0,26.08,177,18,979
126.0,1582.0,2013,2013,0,22.32,177,10,465
88.0,1796.0,2005,2005,3,11.7,60,19,250
88.0,1798.0,2016,2016,3,18.9,89,25,995
88.0,1086.0,2021,2021,3,18.9,177,10,495
88.0,1196.0,2017,2017,3,18.9,151,8,314
117.0,1497.0,2016,2016,3,15.4,177,9,795
138.0,1798.0,2019,2019,3,14.53,177,27,1121
88.0,1197.0,2010,2010,3,18.5,151,10,225
98.0,1493.0,2020,2020,0,18.9,11,13,1075
71.0,1120.0,2014,2014,0,24.4,151,10,475
191.0,1950.0,2019,2019,0,18.9,27,19,4050
99.0,1596.0,2012,2012,3,14.09,151,8,134
190.0,1995.0,2016,2016,0,18.9,177,2,1875
88.0,1199.0,2017,2017,3,18.9,54,9,595
86.0,1198.0,2015,2016,3,19.4,151,9,249
110.0,1499.0,2019,2019,3,15.8,177,8,613
88.0,1396.0,2011,2011,0,23.0,93,10,255
88.0,1499.0,2014,2014,3,18.9,27,8,441
58.0,998.0,2021,2021,0,32.52,151,18,575
117.0,1497.0,2017,2017,3,15.4,151,9,750
103.0,1586.0,2010,2011,3,15.5,7,18,198
58.0,998.0,2019,2019,0,26.6,64,18,535
58.0,998.0,2017,2017,0,26.6,177,18,299
88.0,1199.0,2019,2019,3,19.5,52,9,655
88.0,1798.0,2017,2017,3,18.9,151,25,1195
88.0,2143.0,2015,2015,0,18.9,177,19,1975
67.0,999.0,2018,2018,3,23.01,177,24,299
85.0,1298.0,2011,2011,3,17.5,151,18,194
88.0,998.0,2020,2020,0,18.9,162,18,495
93.0,1498.0,2019,2019,0,24.2,173,18,11
88.0,1199.0,2018,2018,3,18.9,177,26,449
67.0,998.0,2014,2014,3,18.9,57,18,254
67.0,998.0,2016,2016,3,20.51,173,18,325
103.0,1462.0,2018,2018,3,18.69,84,18,780
88.0,1197.0,2015,2015,3,18.9,151,18,450
116.0,1497.0,2012,2013,3,16.8,64,9,375
141.0,1968.0,2018,2018,0,16.65,177,28,1850
91.0,1462.0,2015,2015,0,26.08,8,18,599
88.0,1197.0,2016,2016,3,18.9,66,10,495
121.0,1591.0,2019,2019,3,15.29,177,10,997
86.0,1197.0,2021,2021,3,19.65,177,10,865
92.0,1248.0,2013,2013,0,20.4,151,6,150
82.0,1197.0,2015,2015,3,18.9,177,10,340
88.0,1497.0,2015,2015,3,18.9,62,9,545
126.0,1582.0,2020,2020,0,17.01,151,10,1250
88.0,1497.0,2011,2011,3,16.8,151,9,295
117.0,1497.0,2016,2016,3,18.0,151,9,532
98.0,1498.0,2015,2015,0,26.0,151,9,360
152.0,2179.0,2018,2018,0,15.1,151,17,1349
110.0,1499.0,2015,2015,3,16.5,151,8,3
74.0,1248.0,2016,2016,0,27.39,177,18,487
88.0,1248.0,2018,2018,0,24.3,177,18,751
108.0,1498.0,2018,2019,0,21.66,60,28,601
126.0,1582.0,2016,2016,0,23.9,177,10,580
83.0,1461.0,2016,2016,0,19.87,177,24,565
117.0,1497.0,2015,2015,3,17.8,12,9,430
88.0,1373.0,2015,2015,3,18.9,177,18,655
187.0,1984.0,2020,2020,3,15.1,52,25,2495
76.0,1197.0,2023,2023,0,30.9,151,18,895
178.0,1798.0,2018,2018,3,15.1,177,25,1342
88.0,1497.0,2014,2014,3,18.9,177,9,499
80.0,1373.0,2016,2016,0,17.5,64,18,775
91.0,1373.0,2015,2015,3,20.73,151,18,435
88.0,1498.0,2014,2015,0,18.9,173,9,550
67.0,998.0,2013,2013,3,21.79,68,18,235
72.0,999.0,2020,2020,3,20.0,151,24,649
67.0,998.0,2014,2014,3,18.9,145,18,269
138.0,1798.0,2011,2011,3,14.53,151,27,349
105.0,1496.0,2018,2018,3,17.8,125,27,660
88.0,1493.0,2019,2019,0,18.9,177,17,750
88.0,1497.0,2021,2021,0,18.9,52,26,1145
88.0,1493.0,2009,2010,0,16.8,177,10,315
67.0,998.0,2020,2020,3,21.79,151,18,4
47.0,796.0,2019,2020,0,33.0,177,18,308
140.0,2179.0,2013,2013,0,15.1,60,17,605
88.0,1991.0,2015,2015,3,18.9,177,19,1550
201.0,2143.0,2011,2011,0,18.9,177,19,875
88.0,1197.0,2010,2010,3,17.0,151,10,160
88.0,1197.0,2018,2018,3,18.9,47,18,690
80.0,1373.0,2015,2015,0,22.8,8,18,615
88.0,1493.0,2023,2023,0,18.9,151,13,18
191.0,1950.0,2019,2019,0,18.9,151,19,4790
88.0,1199.0,2017,2017,3,18.9,62,9,645
100.0,2494.0,2014,2014,0,18.9,177,27,835
88.0,1330.0,2020,2020,3,18.9,177,24,675
184.0,1995.0,2014,2014,0,18.9,8,2,1895
103.0,1462.0,2020,2020,3,18.9,151,18,1035
121.0,1591.0,2017,2017,3,15.29,177,10,795
110.0,1499.0,2014,2014,3,15.8,151,8,345
98.0,1498.0,2014,2014,0,25.1,151,9,4
82.0,1197.0,2015,2015,3,16.9,151,10,425
100.0,2494.0,2013,2013,0,18.9,177,27,799
175.0,2477.0,2015,2015,0,13.5,27,21,1225
85.0,1298.0,2012,2012,3,17.5,12,18,3
81.0,1197.0,2019,2019,3,18.6,151,10,536
88.0,1798.0,2016,2016,3,18.9,177,25,895
88.0,1968.0,2018,2018,0,18.9,137,1,35
204.0,2497.0,2010,2010,3,18.9,89,19,695
73.0,1248.0,2011,2012,0,19.3,173,18,350
88.0,1199.0,2018,2018,3,19.5,177,9,545
103.0,1598.0,2015,2016,3,14.3,177,25,515
80.0,1373.0,2017,2017,0,17.5,64,18,860
67.0,998.0,2012,2012,3,18.9,172,18,275
88.0,998.0,2023,2023,0,18.9,151,18,640
118.0,1199.0,2023,2023,3,17.05,7,26,1151
88.0,1197.0,2014,2014,3,18.9,177,28,445
88.0,1496.0,2011,2011,3,17.6,177,27,254
187.0,1995.0,2019,2019,0,18.9,7,2,3990
88.0,1197.0,2019,2019,3,18.9,151,17,520
103.0,1462.0,2019,2019,3,19.01,177,18,795
53.0,799.0,2016,2016,3,25.17,177,24,243
88.0,1353.0,2022,2022,3,18.9,7,13,1615
83.0,1197.0,2012,2012,3,20.85,57,18,3
103.0,1462.0,2021,2021,3,18.76,27,27,935
98.0,999.0,2022,2022,3,17.4,151,22,790
113.0,1493.0,2022,2022,0,18.0,52,10,1845
67.0,998.0,2018,2018,3,23.95,177,18,309
81.0,1197.0,2022,2022,3,17.52,151,10,6
103.0,1498.0,2015,2015,0,20.34,151,28,395
88.0,999.0,2023,2023,3,18.9,151,24,875
88.0,1956.0,2023,2023,0,18.9,7,26,1975
88.0,1373.0,2015,2015,3,18.9,151,18,549
88.0,2494.0,2016,2016,0,18.9,177,27,965
98.0,1493.0,2022,2022,0,23.7,177,10,975
87.0,1197.0,2023,2023,3,20.0,52,10,945
127.0,1248.0,2021,2021,1,18.9,11,26,875
141.0,1451.0,2022,2022,3,16.56,52,16,1795
88.0,1497.0,2020,2020,0,18.9,151,17,930
178.0,1798.0,2019,2019,3,15.1,52,25,1545
88.0,1197.0,2016,2016,3,18.9,151,28,550
67.0,999.0,2018,2018,3,24.04,151,24,375
88.0,2179.0,2017,2017,0,18.9,177,17,949
148.0,1999.0,2017,2017,0,18.9,177,14,29
103.0,1598.0,2016,2016,3,16.09,177,28,545
75.0,2523.0,2015,2015,0,15.4,128,17,825
88.0,998.0,2021,2021,3,18.9,52,10,995
67.0,998.0,2016,2016,3,20.51,12,18,329
88.0,1995.0,2014,2014,0,18.9,177,2,1125
88.0,1497.0,2020,2020,0,18.9,7,26,755
88.0,1199.0,2018,2018,3,18.2,151,9,575
58.0,998.0,2020,2020,0,32.52,177,18,585
88.0,1462.0,2018,2018,3,18.9,27,18,840
67.0,998.0,2014,2014,3,20.51,151,18,244
81.0,1197.0,2017,2017,3,18.9,151,10,425
197.0,1999.0,2022,2022,3,13.0,151,17,1450
150.0,1997.0,2023,2023,3,15.2,177,17,14
117.0,1497.0,2020,2020,3,17.4,177,9,1025
103.0,1462.0,2022,2022,3,20.04,93,18,975
126.0,1582.0,2015,2015,0,19.67,11,10,750
171.0,2755.0,2017,2017,0,18.9,151,27,1498
141.0,1248.0,2022,2022,1,18.9,52,26,1075
88.0,1998.0,2020,2020,3,18.9,61,2,5835
88.0,999.0,2021,2021,3,18.9,168,25,1425
171.0,2755.0,2017,2017,0,18.9,151,27,1790
68.0,1086.0,2020,2020,3,20.3,177,10,495
58.0,998.0,2021,2021,0,32.52,177,18,525
126.0,1582.0,2013,2013,0,22.32,60,10,4
88.0,1591.0,2016,2016,3,18.9,151,10,621
88.0,1493.0,2020,2020,0,18.9,151,13,1265
88.0,1497.0,2018,2018,3,18.9,177,9,839
53.0,799.0,2016,2017,3,25.17,93,24,275
88.0,999.0,2022,2022,3,18.9,98,22,775
88.0,1197.0,2021,2021,3,18.9,54,18,575
121.0,1591.0,2018,2018,3,15.8,151,10,8
61.0,1196.0,2021,2021,0,20.88,173,18,575
61.0,1196.0,2019,2019,0,21.94,64,18,550
46.0,796.0,2010,2010,3,19.7,151,18,98
67.0,998.0,2019,2019,0,33.54,177,18,490
88.0,1248.0,2018,2019,0,24.3,8,18,790
117.0,1497.0,2014,2014,3,17.3,66,9,495
88.0,999.0,2022,2022,3,18.9,151,24,650
214.0,2487.0,2019,2019,3,19.16,89,27,2875
58.0,998.0,2018,2018,0,26.6,173,18,375
80.0,1373.0,2017,2017,0,17.5,177,18,749
86.0,1199.0,2022,2022,3,20.09,151,26,5
88.0,1497.0,2010,2010,3,17.0,151,9,160
73.0,1248.0,2022,2022,1,18.9,7,26,745
147.0,2393.0,2017,2017,0,18.9,151,27,1599
135.0,1997.0,2012,2012,3,13.4,47,24,270
121.0,1591.0,2017,2017,3,15.29,151,10,750
88.0,1197.0,2015,2016,3,18.9,177,28,595
88.0,998.0,2014,2014,3,18.9,151,18,240
88.0,1197.0,2015,2015,3,18.9,177,10,490
74.0,1493.0,2020,2020,0,16.0,177,17,899
83.0,1461.0,2015,2015,0,20.45,7,22,591
103.0,1498.0,2015,2015,0,21.66,151,25,350
98.0,1498.0,2016,2016,0,22.77,177,8,554
88.0,1199.0,2016,2016,3,18.9,47,9,485
81.0,1197.0,2017,2017,3,22.0,172,18,550
88.0,1199.0,2022,2022,3,17.5,177,9,847
98.0,1498.0,2019,2019,0,25.5,177,9,795
177.0,1798.0,2015,2015,3,14.7,93,25,775
47.0,796.0,2017,2017,3,24.7,177,18,282
88.0,1499.0,2014,2014,3,18.9,2,8,499
147.0,2393.0,2018,2018,0,18.9,151,27,1698
88.0,1451.0,2023,2023,3,18.9,66,16,1995
98.0,1498.0,2016,2017,0,21.9,177,9,795
88.0,1591.0,2018,2018,3,18.9,162,10,810
83.0,1197.0,2016,2016,3,21.4,27,18,475
88.0,1368.0,2017,2018,3,18.9,177,12,1095
108.0,1498.0,2023,2023,3,15.43,27,16,12
69.0,1047.0,2017,2017,0,27.28,151,26,425
121.0,1591.0,2014,2014,3,17.01,177,10,517
88.0,1498.0,2015,2015,0,18.9,8,25,475
85.0,1197.0,2013,2013,3,19.1,50,18,290
72.0,1199.0,2024,2024,0,26.99,177,26,790
85.0,1197.0,2014,2014,3,19.1,112,18,3
67.0,998.0,2014,2014,3,21.79,142,18,275
88.0,1197.0,2016,2016,3,18.9,151,10,375
157.0,1482.0,2023,2023,3,18.9,151,10,1990
88.0,1248.0,2017,2018,0,24.3,162,18,685
68.0,1197.0,2020,2020,0,28.0,151,10,520
98.0,1498.0,2014,2015,0,24.2,93,9,475
53.0,799.0,2019,2019,3,22.7,151,5,249
149.0,1999.0,2017,2017,3,14.62,177,10,945
91.0,1373.0,2014,2014,3,20.73,151,18,515
88.0,998.0,2022,2022,3,18.9,47,18,490
81.0,1197.0,2018,2018,3,17.36,27,10,575
88.0,1368.0,2019,2019,3,18.9,177,12,1285
53.0,799.0,2016,2016,3,25.17,177,24,247
74.0,1248.0,2017,2017,0,27.39,177,18,539
58.0,998.0,2021,2021,0,32.52,151,18,460
168.0,2982.0,2015,2015,0,13.0,128,27,14
88.0,1199.0,2021,2021,3,18.9,177,26,584
70.0,1197.0,2013,2013,0,26.78,151,18,399
88.0,1956.0,2022,2022,0,18.9,7,26,1750
88.0,1248.0,2019,2019,0,24.3,151,18,895
85.0,1197.0,2010,2010,3,19.1,172,18,245
88.0,1461.0,2015,2015,0,18.9,47,24,299
88.0,1197.0,2016,2016,3,18.9,151,10,499
83.0,1197.0,2016,2016,3,21.4,173,18,5
78.0,1197.0,2010,2010,3,20.36,151,10,159
91.0,1373.0,2020,2020,3,19.12,66,18,795
81.0,1197.0,2012,2012,3,20.52,177,18,249
117.0,1497.0,2017,2017,3,18.0,151,9,5
113.0,1497.0,2021,2021,3,16.8,52,13,1495
88.0,1373.0,2017,2017,3,18.9,151,18,575
88.0,1496.0,2014,2014,3,16.78,64,27,420
88.0,2179.0,2015,2015,0,18.9,151,17,710
68.0,1197.0,2022,2022,0,24.0,177,10,636
82.0,1197.0,2013,2014,3,18.5,177,10,385
88.0,998.0,2022,2022,0,18.9,151,18,610
88.0,998.0,2014,2015,3,18.9,144,18,269
174.0,2755.0,2018,2018,0,15.04,151,27,3151
121.0,1497.0,2018,2018,0,18.9,177,17,895
103.0,1197.0,2015,2015,3,18.19,177,28,585
88.0,1197.0,2014,2014,3,18.9,177,28,435
58.0,998.0,2020,2020,0,32.52,151,18,565
72.0,1199.0,2023,2023,0,26.49,151,26,650
147.0,1498.0,2022,2022,3,17.88,62,28,1495
88.0,1493.0,2023,2023,0,18.9,52,13,1989
170.0,2143.0,2013,2013,0,18.9,177,19,1350
88.0,1248.0,2017,2017,0,28.09,177,18,690
103.0,1462.0,2020,2020,3,19.01,177,18,935
88.0,1248.0,2018,2018,0,18.9,168,18,7
69.0,1047.0,2018,2018,0,24.7,177,26,489
103.0,1197.0,2019,2019,3,17.21,27,28,8
138.0,1798.0,2017,2017,3,14.28,52,27,795
81.0,1197.0,2014,2014,3,18.6,32,10,385
88.0,1120.0,2017,2017,0,18.9,151,10,270
88.0,1199.0,2022,2023,3,18.9,177,26,635
121.0,1591.0,2019,2019,3,17.0,177,10,955
81.0,1197.0,2023,2023,3,19.4,151,10,720
103.0,1462.0,2020,2020,3,18.76,66,27,950
58.0,998.0,2019,2019,0,31.79,151,18,490
88.0,1199.0,2018,2018,3,19.0,151,9,515
88.0,2982.0,2011,2011,0,11.5,151,27,1050
101.0,1462.0,2022,2022,3,20.51,32,18,1095
160.0,1368.0,2023,2023,3,14.1,52,12,2395
108.0,1498.0,2015,2015,0,22.27,151,28,499
103.0,1462.0,2022,2022,3,20.65,162,18,950
74.0,1248.0,2013,2013,0,22.9,151,18,421
108.0,1498.0,2024,2024,3,14.82,151,16,14
84.0,1199.0,2017,2017,3,23.84,151,26,250
82.0,1197.0,2014,2014,3,18.9,177,10,368
108.0,1461.0,2018,2018,0,19.6,151,24,760
245.0,1997.0,2020,2020,3,18.9,7,14,4650
83.0,1197.0,2015,2015,3,20.85,151,18,345
91.0,1462.0,2021,2022,0,26.08,151,18,1075
148.0,1999.0,2020,2020,0,18.9,7,14,4675
100.0,1493.0,2013,2013,0,17.21,151,17,375
88.0,1248.0,2018,2018,0,24.3,177,18,8
83.0,1197.0,2018,2018,3,21.4,177,18,516
88.0,2143.0,2018,2018,0,18.9,27,19,3649
58.0,998.0,2014,2014,0,26.6,177,18,299
88.0,2157.0,2019,2019,0,18.9,52,17,2245
88.0,2755.0,2017,2017,0,18.9,151,27,1499
117.0,1497.0,2015,2015,3,18.0,93,9,475
88.0,1199.0,2016,2016,3,18.7,177,9,435
81.0,1197.0,2018,2018,3,21.21,151,18,480
88.0,1248.0,2023,2023,1,18.9,7,16,685
88.0,1493.0,2022,2022,0,18.9,162,10,1920
70.0,1493.0,2020,2020,0,16.5,177,17,799
84.0,1199.0,2018,2019,3,20.3,177,26,545
120.0,1595.0,2013,2013,3,18.9,27,19,1145
182.0,1995.0,2020,2020,0,15.38,52,10,2095
88.0,1462.0,2018,2018,3,18.9,173,18,550
81.0,1197.0,2018,2018,3,21.21,11,18,475
197.0,3198.0,2019,2019,0,10.91,151,8,30
74.0,1248.0,2016,2016,0,26.59,173,18,615
88.0,1248.0,2019,2019,0,18.9,151,18,775
88.0,1197.0,2023,2023,0,18.9,173,10,8
88.0,1498.0,2021,2021,3,18.9,32,9,1085
121.0,1591.0,2016,2016,3,13.0,162,10,690
158.0,2198.0,2018,2018,0,12.62,151,8,2395
67.0,999.0,2017,2017,3,23.01,12,24,275
88.0,1373.0,2017,2017,3,18.9,151,18,525
88.0,1248.0,2016,2016,0,18.9,177,18,625
141.0,1451.0,2023,2023,3,12.34,52,16,2045
74.0,1248.0,2018,2018,0,28.4,162,18,640
98.0,1493.0,2021,2021,0,23.7,177,10,1068
127.0,1248.0,2020,2020,1,18.9,151,26,775
100.0,2494.0,2013,2014,0,18.9,151,27,950
88.0,1248.0,2018,2018,0,25.1,151,18,825
81.0,1197.0,2017,2017,3,18.6,173,10,550
140.0,2179.0,2018,2018,0,16.0,151,17,1075
58.0,998.0,2021,2021,0,32.52,177,18,5
88.0,1956.0,2021,2021,0,18.9,52,12,2045
88.0,1248.0,2017,2018,0,18.9,66,18,835
37.0,624.0,2016,2017,3,25.4,151,26,249
81.0,1197.0,2014,2015,3,18.6,177,10,407
82.0,1197.0,2016,2016,3,18.9,162,10,365
147.0,2393.0,2019,2019,0,18.9,151,27,1698
88.0,999.0,2022,2022,3,18.9,89,24,675
88.0,1199.0,2015,2015,3,18.7,32,9,435
99.0,1498.0,2014,2014,3,17.97,151,22,240
140.0,2179.0,2016,2016,0,16.0,151,17,7
118.0,1199.0,2021,2021,3,17.57,153,26,740
121.0,1591.0,2016,2016,3,13.0,126,10,817
88.0,1248.0,2017,2017,0,23.65,126,18,550
114.0,1493.0,2021,2021,0,18.9,56,13,1140
88.0,2179.0,2016,2016,0,18.9,69,17,999
62.0,1086.0,2011,2011,3,17.92,126,10,205
116.0,1497.0,2012,2012,3,16.8,120,9,309
88.0,1199.0,2023,2023,3,18.9,126,26,10
86.0,1198.0,2012,2012,3,19.4,15,9,195
82.0,1197.0,2015,2015,3,19.1,75,10,325
78.0,1197.0,2013,2013,3,16.95,175,10,350
55.0,814.0,2016,2017,3,21.1,175,10,291
87.0,1199.0,2022,2022,3,20.09,56,26,768
88.0,1396.0,2013,2013,0,21.9,75,10,385
86.0,1199.0,2022,2022,3,20.09,36,26,725
75.0,999.0,2019,2019,3,18.78,56,28,570
83.0,1197.0,2019,2019,3,21.4,126,18,5
88.0,1482.0,2023,2023,3,18.9,153,13,1635
81.0,1197.0,2015,2016,3,18.9,175,10,368
88.0,1482.0,2018,2018,3,18.9,118,10,1050
81.0,1197.0,2014,2014,3,18.9,56,10,453
103.0,1197.0,2017,2018,3,18.19,56,28,830
82.0,1197.0,2016,2016,3,18.9,15,10,465
86.0,1198.0,2016,2016,3,17.8,175,9,437
88.0,1373.0,2017,2017,3,18.9,126,18,5
108.0,1198.0,2019,2019,3,17.0,126,26,550
192.0,1998.0,2019,2019,3,13.79,19,20,2650
118.0,998.0,2022,2022,3,20.0,126,10,850
79.0,1199.0,2013,2013,3,18.6,41,3,195
88.0,1197.0,2013,2013,3,18.9,56,10,278
88.0,1995.0,2014,2014,0,18.9,129,2,18
121.0,1591.0,2015,2015,3,13.0,17,10,699
88.0,1197.0,2015,2015,3,18.9,175,10,4
67.0,998.0,2016,2016,3,23.1,118,18,415
103.0,1586.0,2010,2010,3,15.5,56,18,255
67.0,999.0,2016,2016,3,24.04,153,24,267
58.0,998.0,2011,2011,0,26.6,175,18,251
78.0,1498.0,2019,2019,0,23.8,159,9,645
74.0,1248.0,2012,2012,0,23.4,133,18,450
67.0,998.0,2017,2017,3,23.95,175,18,308
88.0,1248.0,2019,2019,0,24.3,118,18,850
88.0,998.0,2019,2019,3,18.9,159,18,408
88.0,1498.0,2018,2018,0,18.9,73,9,775
88.0,999.0,2019,2019,3,18.9,179,24,495
88.0,1198.0,2013,2013,3,18.9,178,24,275
82.0,1197.0,2013,2013,3,18.9,75,10,345
67.0,998.0,2011,2011,3,21.79,56,18,230
188.0,1995.0,2017,2017,0,18.9,19,2,2050
138.0,1798.0,2014,2014,3,14.28,42,27,495
81.0,1197.0,2017,2017,3,18.6,75,10,565
188.0,1995.0,2016,2016,0,20.68,118,2,22
88.0,1248.0,2018,2018,0,28.09,174,18,543
86.0,1198.0,2014,2014,3,17.8,56,9,364
74.0,1248.0,2015,2016,0,27.39,175,18,486
88.0,1396.0,2011,2011,0,23.0,130,10,320
88.0,1199.0,2018,2018,3,17.5,153,9,566
82.0,1198.0,2016,2016,3,18.15,178,17,349
88.0,1461.0,2012,2012,0,18.9,126,24,220
88.0,1248.0,2018,2018,0,24.3,81,18,830
55.0,814.0,2014,2015,3,21.1,153,10,210
81.0,1197.0,2015,2015,3,18.6,36,10,535
88.0,1197.0,2017,2017,3,18.9,75,10,385
68.0,1399.0,2013,2013,0,20.0,56,8,225
78.0,1197.0,2012,2012,3,20.36,148,10,275
117.0,1497.0,2018,2018,3,18.0,75,9,835
113.0,1497.0,2021,2021,3,16.8,175,13,1251
88.0,1199.0,2017,2017,3,18.6,175,9,468
68.0,1086.0,2011,2011,3,19.81,34,10,188
108.0,1461.0,2014,2014,0,19.01,154,24,465
78.0,1197.0,2013,2013,3,17.71,75,27,330
47.0,796.0,2021,2021,3,22.05,153,18,350
117.0,1497.0,2015,2015,3,17.4,178,9,499
174.0,1968.0,2013,2013,0,18.9,126,1,933
88.0,1396.0,2016,2016,0,21.38,75,10,8
98.0,1498.0,2015,2015,0,21.7,127,8,550
67.0,998.0,2015,2016,3,23.95,75,18,295
88.0,1197.0,2018,2018,3,18.9,126,10,505
204.0,2143.0,2013,2013,0,18.9,20,19,990
88.0,998.0,2014,2014,3,18.9,23,18,310
84.0,1461.0,2014,2014,0,21.64,41,24,365
74.0,1248.0,2022,2022,0,27.39,175,18,659
67.0,998.0,2016,2016,3,20.51,126,18,280
147.0,1498.0,2022,2022,3,17.88,126,28,14
174.0,1968.0,2013,2013,0,17.11,178,1,799
84.0,1199.0,2016,2017,3,23.84,73,26,375
88.0,1399.0,2010,2010,0,17.8,126,8,135
126.0,1582.0,2019,2020,0,19.67,120,10,1099
88.0,2498.0,2019,2019,0,18.9,73,17,760
74.0,1248.0,2011,2011,0,22.9,118,18,375
86.0,1198.0,2014,2014,3,18.0,17,9,415
103.0,1197.0,2016,2017,3,17.21,56,28,690
67.0,998.0,2017,2017,3,20.51,126,18,481
75.0,999.0,2012,2012,3,18.78,175,28,337
114.0,1493.0,2024,2024,0,24.1,126,13,11
108.0,1497.0,2021,2021,0,21.19,175,26,1089
98.0,1368.0,2019,2019,3,19.1,20,10,825
152.0,2179.0,2018,2018,0,15.1,175,17,945
82.0,1197.0,2013,2013,3,18.5,154,10,365
82.0,1197.0,2013,2013,3,18.5,75,10,315
67.0,999.0,2019,2019,3,23.01,73,24,345
85.0,1197.0,2013,2013,3,18.5,153,18,265
67.0,998.0,2016,2016,3,23.95,153,18,310
86.0,1198.0,2012,2012,3,19.4,74,9,251
88.0,1396.0,2014,2014,0,21.9,38,10,5
47.0,796.0,2019,2019,0,33.0,174,18,359
86.0,1198.0,2014,2014,3,18.0,159,9,340
88.0,1995.0,2010,2010,0,13.2,126,2,6
140.0,2179.0,2015,2015,0,16.0,178,17,599
88.0,2148.0,2012,2012,0,18.9,126,19,725
101.0,1462.0,2013,2013,3,20.51,153,18,475
73.0,1199.0,2012,2012,0,22.07,178,28,299
81.0,1197.0,2020,2020,3,20.1,75,10,670
67.0,999.0,2017,2017,3,21.74,175,24,347
73.0,1198.0,2011,2012,3,16.47,24,28,350
81.0,1197.0,2017,2018,3,21.21,175,18,511
126.0,1582.0,2016,2017,0,20.5,175,10,875
58.0,998.0,2018,2019,0,32.26,75,18,345
147.0,1395.0,2017,2018,3,18.9,19,1,1950
113.0,1496.0,2019,2019,0,20.7,129,20,37
117.0,1497.0,2020,2020,3,17.4,73,9,845
73.0,1196.0,2018,2018,3,15.37,43,18,1150
83.0,1197.0,2017,2017,3,21.4,118,18,570
88.0,1248.0,2022,2022,1,18.9,126,26,7
147.0,1498.0,2023,2018,3,18.67,56,28,1950
88.0,1995.0,2012,2012,0,13.2,102,2,925
85.0,1197.0,2010,2010,3,18.5,126,18,145
70.0,1196.0,2010,2011,3,15.6,56,8,194
86.0,1199.0,2023,2023,3,19.33,126,26,982
68.0,1086.0,2009,2009,3,19.81,126,10,1
184.0,1995.0,2012,2012,0,18.9,126,2,7
121.0,1591.0,2018,2018,3,17.0,127,10,780
88.0,1197.0,2015,2015,3,22.38,153,18,375
88.0,1248.0,2019,2019,0,18.9,23,18,840
113.0,1497.0,2023,2023,3,18.6,130,10,1275
138.0,1353.0,2022,2022,3,11.0,129,10,1675
74.0,1248.0,2021,2021,0,27.39,175,18,651
115.0,1497.0,2020,2020,0,18.9,175,17,797
81.0,1197.0,2015,2015,3,18.6,159,10,457
88.0,1248.0,2012,2012,0,18.9,38,26,251
103.0,1598.0,2014,2014,3,15.0,148,25,365
86.0,1198.0,2013,2013,3,19.4,175,9,239
184.0,1991.0,2013,2013,3,18.9,118,19,11
88.0,1498.0,2015,2015,0,20.14,130,28,415
187.0,2179.0,2012,2012,0,18.9,129,14,1450
98.0,1498.0,2013,2013,0,25.8,175,9,325
86.0,1198.0,2015,2015,3,18.0,75,9,4
174.0,2755.0,2018,2018,0,14.24,45,27,2950
97.0,1498.0,2014,2014,3,16.95,178,24,299
140.0,2179.0,2012,2012,0,15.1,127,17,360
98.0,1498.0,2017,2017,0,22.77,175,8,574
168.0,2982.0,2012,2012,0,13.0,126,27,1050
88.0,1199.0,2018,2018,3,17.5,153,9,585
78.0,1197.0,2013,2013,3,17.71,74,27,3
65.0,998.0,2023,2023,3,24.39,175,18,512
88.0,1462.0,2019,2019,3,18.9,127,18,890
136.0,2143.0,2015,2015,0,18.9,159,19,1550
117.0,1497.0,2015,2015,3,18.0,43,9,720
68.0,1086.0,2015,2015,3,19.81,96,10,325
121.0,1591.0,2014,2014,3,17.01,56,10,478
102.0,1598.0,2013,2013,3,13.24,120,24,289
117.0,1497.0,2016,2016,3,18.0,153,9,579
72.0,999.0,2020,2020,3,20.0,130,24,555
