Power (bhp),Engine Displacement (cc),Year of Manufacture,Registration Year,Fuel Type,Mileage (kmpl),Area,Brand,price (Lakh)
91.0,1373.0,2016,2016,3,20.73,55,18,505
81.0,1197.0,2017,2018,3,18.9,106,10,433
47.0,796.0,2014,2014,3,22.74,1,18,150
88.0,1396.0,2016,2016,0,18.9,1,26,130
77.0,1198.0,2017,2017,0,25.32,83,17,395
71.0,999.0,2021,2021,3,20.0,100,24,478
88.0,1248.0,2012,2012,0,18.0,1,26,110
98.0,1498.0,2017,2017,0,23.0,104,8,399
174.0,1968.0,2014,2014,0,17.11,57,1,599
98.0,1498.0,2015,2015,0,25.8,141,9,325
150.0,1997.0,2022,2024,3,8.0,83,17,1275
88.0,799.0,2020,2020,3,18.9,55,24,3
113.0,1497.0,2022,2023,3,14.0,106,10,1240
67.0,1198.0,2018,2018,3,19.69,104,22,375
120.0,1248.0,2024,2024,1,18.9,1,26,1350
47.0,796.0,2021,2021,3,24.7,55,18,339
83.0,1197.0,2016,2016,3,21.4,108,18,4
88.0,1197.0,2016,2017,3,22.41,100,18,435
113.0,1493.0,2022,2022,0,18.9,165,10,1125
68.0,1086.0,2014,2014,3,19.81,108,10,3
68.0,1086.0,2014,2014,3,19.81,104,10,315
88.0,995.0,2009,2010,3,16.0,105,3,141
88.0,1396.0,2016,2016,0,18.9,165,10,499
53.0,799.0,2016,2016,3,25.17,141,24,210
55.0,814.0,2014,2014,3,21.1,165,10,195
67.0,998.0,2016,2016,3,20.51,106,18,302
85.0,1197.0,2013,2013,3,18.6,51,18,335
88.0,1298.0,2010,2010,3,16.1,1,18,170
86.0,1198.0,2016,2017,3,15.5,83,9,450
82.0,1197.0,2015,2015,3,18.9,104,10,415
84.0,1199.0,2021,2021,3,20.3,55,26,541
160.0,1332.0,2024,2024,3,18.9,1,19,43
88.0,1248.0,2018,2018,0,24.3,115,18,695
88.0,2400.0,2017,2017,0,18.9,1,29,15
47.0,796.0,2016,2017,0,33.0,55,18,268
72.0,1199.0,2022,2022,0,26.49,100,26,650
170.0,1956.0,2019,2019,0,17.1,5,12,1351
78.0,1197.0,2012,2012,3,20.36,104,10,250
85.0,1197.0,2013,2013,3,19.1,0,18,375
118.0,998.0,2023,2023,3,18.9,1,10,1174
86.0,1198.0,2014,2014,3,19.4,83,9,315
103.0,1462.0,2021,2021,3,20.65,165,18,745
88.0,1197.0,2010,2010,3,19.2,105,10,275
81.0,1197.0,2018,2018,3,20.89,83,18,440
82.0,1197.0,2014,2014,3,18.5,83,10,435
88.0,1197.0,2020,2020,3,18.9,100,18,506
81.0,1197.0,2020,2020,3,21.21,106,18,549
108.0,1498.0,2015,2015,0,21.5,105,28,525
81.0,1197.0,2018,2018,3,18.9,55,10,479
88.0,1396.0,2013,2013,0,21.9,115,10,270
81.0,1197.0,2020,2020,3,18.6,100,10,606
81.0,1197.0,2018,2018,3,18.9,55,10,501
53.0,799.0,2022,2022,3,22.25,165,24,375
98.0,1498.0,2014,2015,0,24.2,51,9,485
88.0,1497.0,2019,2019,3,18.9,100,9,799
55.0,814.0,2013,2013,3,21.1,1,10,120
82.0,1197.0,2014,2014,3,18.9,106,10,375
67.0,998.0,2014,2014,3,20.51,106,18,291
88.0,1248.0,2018,2018,0,18.9,1,18,750
88.0,1248.0,2014,2014,0,20.77,1,18,415
81.0,1197.0,2023,2023,3,18.4,1,13,825
147.0,1968.0,2013,2013,0,16.55,83,1,995
88.0,1368.0,2010,2010,3,15.0,105,26,137
88.0,1396.0,2015,2015,0,22.54,55,10,523
116.0,1497.0,2011,2011,3,16.8,141,9,3
100.0,1493.0,2018,2018,0,18.49,105,17,611
235.0,1969.0,2019,2019,0,18.9,5,29,5150
68.0,1086.0,2010,2010,3,19.81,1,10,155
108.0,1461.0,2012,2012,0,19.01,1,24,185
88.0,1248.0,2017,2017,0,18.9,55,18,499
67.0,999.0,2017,2018,3,23.01,106,24,234
86.0,1198.0,2016,2016,3,17.8,55,9,431
110.0,1499.0,2016,2016,3,15.85,25,8,425
88.0,1197.0,2022,2023,0,18.9,165,10,695
85.0,1197.0,2015,2015,3,18.6,55,18,433
88.0,1197.0,2020,2021,3,18.9,165,10,635
88.0,1956.0,2022,2022,0,18.9,104,16,1590
121.0,1591.0,2018,2019,3,13.0,105,10,961
88.0,1995.0,2018,2018,0,18.9,31,2,2290
74.0,1248.0,2014,2014,0,22.9,106,18,370
67.0,998.0,2015,2015,3,20.51,25,18,315
88.0,1461.0,2014,2014,0,18.9,1,24,552
88.0,1199.0,2021,2021,3,17.1,104,9,725
147.0,2393.0,2019,2019,0,18.9,49,27,1875
108.0,1198.0,2019,2019,3,17.0,1,26,625
118.0,998.0,2021,2021,3,18.2,100,13,727
78.0,1197.0,2013,2013,3,20.36,1,10,190
81.0,1197.0,2016,2017,3,18.9,55,10,383
68.0,1197.0,2022,2022,0,24.0,106,10,652
81.0,1197.0,2022,2022,3,21.01,100,18,720
237.0,1999.0,2016,2016,3,18.9,31,11,4190
53.0,799.0,2021,2021,3,21.74,1,24,275
88.0,1498.0,2015,2015,3,18.9,55,9,597
67.0,998.0,2019,2019,3,23.95,1,18,250
47.0,796.0,2022,2022,3,24.7,55,18,351
86.0,1198.0,2013,2013,3,19.4,1,9,199
71.0,999.0,2023,2023,3,19.17,1,24,620
81.0,1197.0,2015,2015,3,21.21,104,18,425
86.0,1196.0,2019,2019,3,18.16,55,8,470
68.0,1086.0,2021,2021,3,20.3,106,10,454
81.0,1197.0,2017,2017,3,18.6,100,10,488
157.0,1798.0,2020,2020,3,13.1,55,25,708
81.0,1197.0,2017,2017,3,20.4,1,18,390
113.0,1493.0,2021,2021,0,18.1,106,10,2027
88.0,1198.0,2010,2010,3,16.0,83,9,225
126.0,1582.0,2016,2016,0,17.01,1,10,7
121.0,1591.0,2019,2019,3,13.0,105,10,950
86.0,1198.0,2018,2018,3,18.5,1,9,285
88.0,1198.0,2015,2015,3,18.9,25,22,455
86.0,1198.0,2014,2014,3,17.8,55,9,329
81.0,1197.0,2017,2017,3,18.9,108,10,425
67.0,998.0,2017,2017,3,23.95,104,18,351
67.0,999.0,2017,2017,3,23.01,55,24,278
88.0,1199.0,2023,2023,3,18.9,1,26,9
55.0,998.0,2018,2018,0,34.05,55,18,358
88.0,1248.0,2009,2009,0,17.8,1,18,160
81.0,1197.0,2019,2019,3,21.21,1,18,550
67.0,998.0,2015,2015,3,23.95,1,18,135
83.0,1197.0,2017,2017,3,21.4,105,18,525
88.0,1197.0,2017,2017,3,18.9,104,10,430
184.0,1997.0,2016,2016,3,18.9,31,2,2490
88.0,1197.0,2017,2017,3,18.9,105,18,595
117.0,1497.0,2015,2015,3,17.8,105,9,595
88.0,1248.0,2016,2016,0,24.3,4,18,605
88.0,1197.0,2017,2017,3,18.9,55,10,492
140.0,2179.0,2016,2016,0,16.0,1,17,470
108.0,1461.0,2018,2018,0,19.6,165,24,525
88.0,1248.0,2014,2014,0,20.77,55,18,625
88.0,1248.0,2018,2018,0,24.3,25,18,725
46.0,796.0,2022,2022,3,19.7,55,18,359
126.0,1582.0,2012,2012,0,22.32,104,10,351
127.0,1248.0,2021,2021,1,18.9,1,26,1150
47.0,796.0,2017,2017,3,24.7,141,18,265
150.0,1997.0,2021,2021,3,8.0,104,17,1275
88.0,1248.0,2018,2018,0,24.3,165,18,755
82.0,1197.0,2016,2016,3,25.0,105,10,435
113.0,1493.0,2022,2022,0,18.9,1,13,11
67.0,998.0,2015,2016,3,23.95,115,18,310
118.0,998.0,2020,2020,3,18.27,55,10,746
65.0,998.0,2018,2019,3,24.39,106,18,295
81.0,1197.0,2020,2020,3,20.52,55,18,469
170.0,1956.0,2017,2017,0,17.1,83,12,750
74.0,1248.0,2012,2013,0,22.3,141,26,150
88.0,1248.0,2016,2016,0,24.3,1,18,575
65.0,998.0,2023,2023,3,25.24,106,18,5
98.0,1498.0,2015,2015,0,26.0,1,9,420
85.0,1197.0,2014,2014,3,19.1,105,18,390
88.0,1199.0,2016,2016,3,17.1,55,9,449
81.0,1197.0,2021,2021,3,18.9,55,10,533
88.0,1199.0,2017,2017,3,18.9,83,26,450
68.0,1197.0,2024,2024,0,18.9,55,10,780
81.0,1197.0,2017,2017,3,18.9,105,10,511
91.0,1373.0,2017,2017,3,20.73,1,18,5
88.0,1197.0,2010,2010,3,18.5,1,10,210
55.0,814.0,2012,2012,3,21.1,141,10,165
88.0,1950.0,2023,2024,0,18.9,116,19,42
72.0,1199.0,2023,2023,0,26.49,100,26,646
168.0,2982.0,2014,2014,0,12.55,5,27,1350
103.0,1462.0,2022,2022,3,19.01,100,18,861
88.0,1248.0,2017,2017,0,18.9,105,18,690
84.0,1199.0,2019,2019,3,23.84,104,26,475
103.0,1598.0,2014,2014,0,20.54,165,28,395
81.0,1197.0,2019,2019,3,20.7,83,10,550
86.0,1199.0,2022,2022,3,19.33,106,26,710
55.0,814.0,2012,2012,3,21.1,1,10,138
171.0,2755.0,2017,2017,0,18.9,25,27,1550
113.0,999.0,2022,2022,3,19.47,1,25,1010
183.0,1991.0,2018,2018,3,18.9,31,19,2390
62.0,1086.0,2009,2010,3,17.92,105,10,211
101.0,1462.0,2023,2023,3,20.51,165,18,975
118.0,998.0,2021,2022,3,20.0,55,10,813
108.0,1197.0,2021,2021,3,16.82,104,17,911
88.0,1199.0,2017,2017,3,19.0,25,9,525
82.0,1197.0,2017,2017,3,18.9,141,10,360
98.0,1498.0,2015,2015,0,25.8,5,9,450
126.0,1582.0,2015,2015,0,17.01,1,10,645
88.0,1498.0,2011,2011,0,20.14,55,28,240
88.0,1248.0,2016,2016,0,28.09,49,18,551
126.0,1582.0,2015,2015,0,17.01,83,10,695
91.0,1373.0,2020,2020,3,17.5,105,18,950
67.0,998.0,2014,2014,3,20.51,100,18,278
55.0,814.0,2012,2012,3,21.1,1,10,150
88.0,1462.0,2022,2022,3,18.9,1,18,1078
88.0,1248.0,2018,2018,0,25.1,1,18,7
88.0,2179.0,2015,2015,0,18.9,105,17,651
126.0,1582.0,2016,2016,0,17.01,0,10,790
88.0,1461.0,2016,2016,0,18.9,104,24,380
187.0,1968.0,2018,2019,0,18.53,22,1,3150
67.0,998.0,2014,2014,3,18.9,55,18,281
88.0,1248.0,2019,2019,0,18.9,55,18,783
88.0,1248.0,2017,2017,0,28.09,55,18,635
194.0,2199.0,2015,2015,0,13.01,57,10,565
53.0,799.0,2019,2020,3,25.17,55,24,306
88.0,1997.0,2023,2023,0,18.9,5,14,58
58.0,998.0,2015,2015,0,26.6,55,18,307
88.0,1199.0,2017,2017,3,18.9,1,28,550
81.0,1197.0,2019,2019,3,18.6,55,10,674
81.0,1197.0,2018,2018,3,18.9,51,10,520
67.0,999.0,2018,2019,3,23.01,141,24,299
81.0,1197.0,2024,2024,3,17.19,55,10,837
67.0,998.0,2019,2019,3,20.51,104,18,490
88.0,1498.0,2022,2022,3,18.9,55,16,1102
88.0,1995.0,2018,2018,0,18.9,83,10,950
98.0,1493.0,2022,2022,0,18.9,83,13,1190
127.0,1248.0,2023,2023,1,18.9,5,26,1325
88.0,998.0,2023,2023,3,18.9,104,10,1250
141.0,1451.0,2022,2023,3,16.56,55,16,1482
81.0,1197.0,2018,2018,3,18.6,106,10,503
88.0,1496.0,2011,2011,3,17.6,141,27,235
98.0,1498.0,2013,2013,0,25.8,1,9,295
67.0,998.0,2014,2014,3,20.51,141,18,250
152.0,2179.0,2021,2021,0,15.1,55,17,1360
65.0,998.0,2022,2022,3,25.24,106,18,460
88.0,1197.0,2016,2016,3,18.9,1,10,4
88.0,1582.0,2017,2017,0,18.9,1,10,6
88.0,1956.0,2021,2022,0,18.9,55,26,1761
113.0,1493.0,2019,2019,0,20.8,83,13,1275
81.0,1197.0,2021,2021,3,20.7,83,10,595
88.0,1495.0,2011,2011,3,13.2,4,10,171
58.0,998.0,2017,2017,0,26.6,55,18,314
78.0,1197.0,2014,2014,3,20.36,105,10,325
67.0,999.0,2020,2020,3,23.01,1,24,250
187.0,1995.0,2018,2018,0,18.9,31,2,3390
88.0,1197.0,2018,2018,3,18.9,5,10,575
113.0,1493.0,2022,2023,0,18.0,108,10,1675
117.0,1497.0,2018,2018,3,18.0,105,9,750
197.0,1999.0,2021,2021,3,11.0,1,17,14
188.0,1995.0,2018,2018,0,20.68,31,2,2290
81.0,1197.0,2021,2021,3,20.52,1,18,480
167.0,1956.0,2022,2022,0,16.35,100,26,1583
72.0,1196.0,2021,2021,3,26.55,55,18,478
53.0,799.0,2021,2021,3,25.17,55,24,404
117.0,1497.0,2015,2015,3,17.4,106,9,462
108.0,1497.0,2019,2019,0,22.07,55,26,622
88.0,1396.0,2013,2013,0,21.9,165,10,290
58.0,998.0,2018,2019,0,26.6,55,18,387
167.0,2143.0,2018,2018,0,18.9,83,19,2450
88.0,2354.0,2005,2005,3,11.9,105,9,221
177.0,1999.0,2019,2019,0,16.38,31,11,3790
65.0,998.0,2022,2022,3,24.35,100,18,465
81.0,1197.0,2021,2021,3,21.21,105,18,575
88.0,1995.0,2015,2015,0,18.9,105,2,1475
88.0,998.0,2016,2016,3,18.9,55,18,320
108.0,1498.0,2018,2018,0,21.72,25,25,875
55.0,814.0,2015,2015,3,21.1,4,10,212
113.0,1493.0,2020,2020,0,17.8,5,13,1375
88.0,1197.0,2015,2015,3,18.9,100,10,370
81.0,1197.0,2021,2021,3,20.7,105,10,650
62.0,1086.0,2009,2009,3,18.9,4,10,125
105.0,1396.0,2011,2011,3,17.43,1,10,95
88.0,1341.0,2010,2010,3,14.2,1,10,8080
258.0,2987.0,2019,2019,0,18.9,31,19,6090
81.0,1197.0,2019,2019,3,18.9,105,10,525
67.0,1061.0,2008,2008,3,18.9,141,18,135
68.0,1086.0,2011,2012,3,19.81,165,10,235
108.0,1461.0,2013,2013,0,19.01,104,24,325
67.0,999.0,2022,2022,3,22.0,100,24,4
97.0,1498.0,2018,2018,0,25.6,39,9,725
174.0,2755.0,2020,2020,0,12.9,105,27,3050
126.0,1582.0,2020,2020,0,20.5,100,10,1272
98.0,1498.0,2021,2021,0,25.5,55,9,665
88.0,1396.0,2018,2018,0,18.9,100,10,9
83.0,1199.0,2020,2020,3,23.84,25,26,525
110.0,1499.0,2016,2016,3,15.8,55,8,527
67.0,998.0,2018,2018,3,21.63,55,18,449
81.0,1197.0,2018,2018,3,18.9,104,10,475
81.0,1197.0,2020,2020,3,18.9,55,10,581
82.0,1197.0,2015,2015,3,18.9,83,10,395
328.0,2967.0,2013,2013,3,18.9,1,1,12
83.0,1197.0,2012,2012,3,20.85,55,18,327
71.0,999.0,2019,2020,3,20.0,100,24,568
117.0,1497.0,2022,2022,3,17.4,106,9,801
86.0,1199.0,2021,2022,3,19.33,83,26,675
235.0,1969.0,2016,2016,0,17.2,83,29,2875
108.0,1199.0,2022,2022,3,19.3,1,4,551
160.0,1368.0,2017,2018,3,16.0,83,12,1075
113.0,1497.0,2024,2024,3,17.4,83,10,1935
88.0,1197.0,2021,2021,3,18.9,106,18,398
81.0,1197.0,2011,2011,3,20.52,55,18,230
167.0,1956.0,2022,2022,0,14.08,1,26,17
82.0,1197.0,2015,2015,3,18.9,108,10,365
78.0,1197.0,2011,2011,3,20.36,105,10,225
88.0,1968.0,2014,2014,0,18.9,105,1,1650
81.0,1197.0,2018,2018,3,17.4,1,10,550
53.0,799.0,2018,2018,3,25.17,106,24,240
88.0,1248.0,2018,2018,0,24.3,1,18,6
121.0,1591.0,2017,2017,3,13.0,104,10,890
88.0,1086.0,2022,2022,0,18.9,55,10,581
88.0,1582.0,2013,2013,0,18.9,55,10,456
254.0,2987.0,2014,2014,0,18.9,1,19,20
81.0,1197.0,2016,2016,3,21.21,51,18,475
67.0,998.0,2013,2013,3,20.51,108,18,251
140.0,2179.0,2016,2016,0,16.0,5,17,835
71.0,999.0,2021,2022,3,20.0,100,24,517
88.0,1799.0,2019,2019,3,18.9,1,9,9
81.0,1197.0,2015,2015,3,18.6,55,10,488
126.0,1582.0,2017,2017,0,20.5,55,10,829
116.0,1497.0,2011,2011,3,16.8,1,9,170
84.0,1199.0,2022,2023,3,19.01,100,26,550
182.0,2198.0,2022,2022,0,17.0,55,17,1553
147.0,1968.0,2013,2014,0,16.55,104,1,1250
121.0,1591.0,2017,2017,3,17.0,100,10,713
98.0,1498.0,2017,2017,0,26.0,83,9,675
153.0,2179.0,2018,2018,0,18.9,1,26,850
82.0,1197.0,2015,2015,3,19.1,25,10,390
88.0,1197.0,2017,2017,3,18.9,100,18,376
88.0,1199.0,2019,2019,3,18.9,5,9,725
113.0,1497.0,2020,2020,3,16.8,5,13,1051
75.0,999.0,2020,2020,3,18.78,55,28,565
81.0,1197.0,2018,2018,3,21.21,79,18,580
261.0,2993.0,2016,2016,0,18.9,31,2,3890
81.0,1197.0,2017,2017,3,18.9,106,10,439
72.0,999.0,2020,2020,3,20.0,165,24,445
67.0,998.0,2013,2013,3,20.51,83,18,350
73.0,1186.0,2017,2017,0,24.0,55,10,330
83.0,1197.0,2016,2016,3,21.4,106,18,422
147.0,2393.0,2020,2020,0,18.9,105,27,1751
177.0,1999.0,2016,2017,0,19.33,57,11,1745
67.0,999.0,2021,2021,3,22.0,1,24,393
68.0,1086.0,2020,2020,3,20.3,55,10,410
81.0,1197.0,2019,2019,3,18.9,55,10,492
84.0,1199.0,2017,2017,3,23.84,55,26,356
67.0,998.0,2012,2012,3,18.9,1,18,180
88.0,1199.0,2015,2015,3,18.7,83,9,360
78.0,1197.0,2010,2010,3,20.36,104,10,230
67.0,998.0,2020,2020,3,21.79,106,18,421
138.0,2179.0,2017,2017,0,13.93,49,26,811
190.0,1995.0,2017,2019,0,18.9,5,2,19
147.0,2393.0,2018,2018,0,18.9,108,27,1540
83.0,1197.0,2014,2014,3,20.4,1,18,320
82.0,1198.0,2016,2016,3,18.15,141,17,275
74.0,1248.0,2015,2015,0,26.59,106,18,477
81.0,1197.0,2018,2018,3,21.21,0,18,525
86.0,1196.0,2018,2018,3,18.16,1,8,330
46.0,796.0,2012,2012,3,19.7,106,18,115
113.0,1493.0,2022,2022,0,18.0,108,10,1685
78.0,1197.0,2014,2014,3,20.36,104,10,350
71.0,999.0,2020,2022,3,18.2,106,24,570
136.0,2143.0,2017,2017,0,18.9,31,19,2090
55.0,814.0,2015,2016,3,21.1,141,10,210
88.0,1495.0,2012,2013,3,13.2,108,10,275
82.0,1197.0,2016,2016,3,18.9,1,10,330
134.0,2143.0,2020,2020,0,18.9,5,19,2250
143.0,1968.0,2014,2015,0,18.9,83,1,1290
74.0,1248.0,2021,2021,0,27.39,55,18,567
81.0,1197.0,2018,2018,3,20.52,55,18,401
88.0,995.0,2010,2010,3,16.0,1,3,99
83.0,1197.0,2018,2018,3,21.4,1,18,4
37.0,624.0,2016,2016,0,36.0,141,26,150
71.0,999.0,2021,2021,3,20.0,100,24,442
117.0,1497.0,2017,2017,3,18.0,104,9,850
113.0,1497.0,2023,2023,3,18.6,108,10,1325
248.0,1984.0,2018,2018,3,18.9,31,1,3790
82.0,1197.0,2015,2015,3,18.9,83,10,450
86.0,1198.0,2017,2017,3,17.8,1,9,334
67.0,998.0,2018,2018,3,21.63,100,18,383
46.0,796.0,2018,2019,3,19.7,55,18,276
71.0,999.0,2022,2022,3,18.75,106,22,536
118.0,998.0,2022,2022,3,18.15,55,10,931
147.0,1.0,2024,2024,1,18.9,1,17,16
74.0,1248.0,2017,2017,0,27.39,105,18,550
88.0,1498.0,2017,2018,0,18.9,83,9,690
88.0,1498.0,2011,2012,0,20.14,55,28,287
108.0,1461.0,2019,2019,0,19.39,55,22,707
147.0,2393.0,2018,2018,0,18.9,5,27,1750
67.0,998.0,2016,2016,3,20.51,141,18,299
88.0,1497.0,2022,2022,3,18.9,25,10,1150
88.0,1248.0,2023,2023,1,18.9,104,26,950
118.0,1199.0,2021,2021,3,17.05,83,26,775
89.0,1498.0,2013,2013,0,22.7,1,8,325
152.0,2179.0,2021,2022,0,15.1,55,17,1305
126.0,1582.0,2018,2018,0,20.5,100,10,890
88.0,1498.0,2016,2016,0,18.9,51,9,510
141.0,1451.0,2021,2021,3,13.96,104,16,1475
86.0,1198.0,2018,2018,3,17.8,83,9,575
150.0,1997.0,2021,2021,3,8.0,100,17,1034
88.0,1199.0,2015,2015,3,18.7,166,9,4
174.0,1968.0,2013,2013,0,18.9,83,1,1395
53.0,799.0,2016,2016,3,25.17,55,24,255
121.0,1591.0,2018,2018,3,17.0,1,10,802
88.0,1498.0,2016,2016,0,18.9,4,9,329
138.0,1353.0,2021,2021,3,16.5,55,13,1392
113.0,1493.0,2022,2022,0,18.0,105,10,1025
126.0,1582.0,2016,2016,0,23.9,55,10,631
88.0,1047.0,2018,2018,0,18.9,55,26,481
114.0,999.0,2022,2022,3,19.2,55,28,989
167.0,1956.0,2022,2022,0,13.0,1,16,14
81.0,1197.0,2021,2021,3,20.7,83,10,625
103.0,1197.0,2015,2015,3,17.21,83,28,590
70.0,1197.0,2023,2024,0,26.78,104,18,649
113.0,999.0,2022,2022,3,18.07,83,25,1295
88.0,1198.0,2016,2016,3,18.9,5,9,425
150.0,1997.0,2022,2022,3,8.0,1,17,1350
88.0,1199.0,2017,2017,3,17.5,83,9,650
81.0,1197.0,2018,2018,3,18.9,106,10,467
67.0,1061.0,2008,2009,3,18.9,105,18,180
138.0,1353.0,2022,2022,3,16.5,1,13,15
138.0,1968.0,2017,2017,0,18.9,31,1,1890
174.0,2755.0,2018,2018,0,14.24,5,27,2475
113.0,1493.0,2019,2019,0,17.8,83,13,1190
82.0,1197.0,2015,2015,3,18.9,25,10,4
98.0,1498.0,2015,2015,0,26.0,1,9,350
81.0,1197.0,2018,2019,3,20.89,106,18,4
105.0,1498.0,2019,2019,3,13.9,25,24,725
65.0,998.0,2021,2021,3,26.0,104,18,525
126.0,1582.0,2017,2017,0,17.01,5,10,850
80.0,1197.0,2024,2024,3,24.8,165,18,845
186.0,1796.0,2016,2016,3,18.9,31,19,2590
197.0,1999.0,2022,2022,3,13.0,1,17,1225
81.0,1197.0,2017,2018,3,18.9,100,10,432
67.0,998.0,2017,2017,3,20.51,1,18,3
88.0,1461.0,2015,2015,0,18.9,115,24,430
65.0,998.0,2021,2021,3,24.76,55,18,437
88.0,1198.0,2013,2013,3,18.9,165,9,260
81.0,1197.0,2018,2018,3,21.21,105,18,541
88.0,1199.0,2022,2022,3,16.5,104,9,890
74.0,1248.0,2020,2020,0,27.39,55,18,658
187.0,1995.0,2019,2019,0,18.9,1,2,30
88.0,1248.0,2016,2016,0,24.3,105,18,625
55.0,814.0,2017,2017,3,21.1,55,10,272
152.0,2179.0,2019,2019,0,15.1,104,17,950
67.0,998.0,2015,2015,3,20.51,29,18,275
67.0,998.0,2017,2017,3,20.51,106,18,399
117.0,1497.0,2016,2016,3,17.8,83,9,550
84.0,1199.0,2018,2018,3,23.84,1,26,380
81.0,1197.0,2021,2021,3,17.52,105,10,790
108.0,1498.0,2017,2018,0,22.15,55,28,7
98.0,1498.0,2016,2016,0,22.77,106,8,515
85.0,1197.0,2013,2013,3,18.6,1,18,3
88.0,998.0,2016,2016,3,18.9,141,18,315
103.0,1598.0,2013,2013,3,15.04,141,28,3
119.0,1498.0,2022,2022,3,18.6,1,9,995
70.0,1196.0,2014,2014,3,15.6,165,8,199
117.0,1497.0,2014,2014,3,17.4,100,9,386
53.0,799.0,2021,2021,3,25.17,55,24,4
88.0,796.0,2012,2012,3,18.9,1,18,110
67.0,999.0,2017,2018,3,24.04,55,24,3
73.0,1248.0,2022,2023,1,18.9,104,26,875
118.0,998.0,2021,2021,3,18.2,55,13,759
82.0,1197.0,2013,2013,3,18.5,1,10,270
81.0,1197.0,2017,2017,3,20.89,55,18,410
88.0,1493.0,2010,2010,0,16.8,1,10,140
88.0,1197.0,2013,2013,3,18.9,55,10,241
81.0,1197.0,2018,2018,3,20.89,106,18,397
187.0,1995.0,2021,2021,0,18.9,116,2,49
81.0,1197.0,2018,2018,3,21.21,105,18,564
271.0,2993.0,2012,2012,0,18.9,57,11,1275
81.0,1197.0,2014,2014,3,18.6,100,10,385
101.0,1462.0,2022,2022,3,19.89,55,18,973
103.0,1462.0,2020,2021,3,19.01,104,18,975
170.0,2143.0,2017,2017,0,18.9,31,19,3390
102.0,1598.0,2020,2020,3,13.06,55,24,648
47.0,796.0,2021,2021,3,24.7,55,18,372
83.0,1197.0,2016,2016,3,18.5,55,18,493
65.0,998.0,2021,2021,3,24.97,55,18,507
86.0,1198.0,2012,2012,3,19.4,55,9,270
77.0,1198.0,2016,2016,0,25.32,1,17,260
117.0,1497.0,2017,2017,3,17.8,1,9,650
88.0,2393.0,2019,2019,0,18.9,105,27,1850
81.0,1197.0,2019,2019,3,18.9,1,10,410
46.0,796.0,2019,2019,3,19.7,55,18,321
67.0,998.0,2017,2017,3,23.95,106,18,320
81.0,1197.0,2021,2022,3,20.52,106,18,471
88.0,1199.0,2013,2013,0,18.9,108,28,315
83.0,1199.0,2021,2021,3,23.84,55,26,551
74.0,1248.0,2014,2014,0,22.9,1,18,365
88.0,1364.0,2012,2012,0,18.9,108,27,425
81.0,1197.0,2019,2019,3,18.9,104,10,525
81.0,1197.0,2017,2017,3,18.6,100,10,481
110.0,1499.0,2015,2016,3,15.8,141,8,450
130.0,2184.0,2021,2021,0,15.2,55,17,1148
126.0,1582.0,2016,2016,0,23.9,105,10,565
67.0,998.0,2023,2024,3,21.79,100,18,540
183.0,1995.0,2017,2017,0,16.38,5,10,14
78.0,1197.0,2012,2012,3,20.36,104,10,245
88.0,1248.0,2013,2013,0,18.9,0,26,175
83.0,1197.0,2012,2012,3,20.85,55,18,333
174.0,2755.0,2017,2017,0,15.04,5,27,22
69.0,1396.0,2016,2017,0,23.03,134,26,100
55.0,814.0,2017,2017,3,21.1,141,10,240
86.0,1198.0,2016,2016,3,18.0,100,9,451
184.0,1995.0,2014,2014,0,18.9,83,2,1075
126.0,1582.0,2019,2019,0,20.5,1,10,950
82.0,1198.0,2018,2018,3,18.15,141,17,311
147.0,2393.0,2018,2018,0,18.9,49,27,1811
117.0,1497.0,2015,2015,3,18.0,1,9,425
55.0,814.0,2014,2014,3,21.1,104,10,225
81.0,1197.0,2015,2015,3,18.6,55,10,474
93.0,1498.0,2020,2020,0,24.2,105,18,1050
86.0,1198.0,2015,2016,3,17.8,55,9,381
126.0,1582.0,2012,2012,0,22.32,1,10,2
68.0,1086.0,2022,2022,3,20.3,106,10,468
167.0,1956.0,2022,2022,0,14.6,1,26,1450
88.0,2494.0,2013,2013,0,18.9,104,27,775
84.0,1461.0,2014,2015,0,21.64,4,22,345
82.0,1197.0,2017,2017,3,18.9,1,10,372
98.0,1498.0,2018,2018,0,25.8,55,9,602
81.0,1197.0,2015,2015,3,18.6,55,10,534
113.0,1497.0,2019,2019,3,18.45,100,10,856
67.0,998.0,2014,2015,3,18.9,55,18,282
171.0,2755.0,2017,2017,0,18.9,83,27,1395
88.0,1996.0,2020,2022,0,18.9,55,16,2779
98.0,1498.0,2014,2014,0,25.8,83,9,370
88.0,2198.0,2022,2022,0,18.9,5,17,19
82.0,1197.0,2016,2016,3,18.9,105,10,450
98.0,1498.0,2016,2016,0,26.0,108,9,575
58.0,998.0,2021,2021,0,31.2,106,18,386
108.0,1498.0,2023,2023,3,15.43,1,16,1330
103.0,1462.0,2020,2020,3,18.76,55,18,858
82.0,1197.0,2014,2015,3,19.1,104,10,450
174.0,2755.0,2018,2018,0,14.24,55,27,2650
88.0,1197.0,2011,2011,3,18.9,1,18,210
88.0,1199.0,2017,2017,3,17.5,55,9,483
88.0,1086.0,2013,2013,3,18.9,5,10,325
126.0,1582.0,2015,2015,0,17.01,1,10,590
73.0,1248.0,2023,2023,1,18.9,1,26,850
